#,ID,Title,Authors,Year,Source.title..Please..make.sure.to.enter.this.correctly..we.needed.to.check.if.it.belongs.to.predatory.journals.,Volume,Issue,Art_No,Page_start,Page_end,Page_count,Cited_by,DOI,Link,Exclusion_reason
1175,1333,Density and habitat preferences of male little bustard across contrasting agro-pastoral landscapes in sardinia (italy),"Santangeli, Andrea; Dolman, Paul M.",2011,EUROPEAN JOURNAL OF WILDLIFE RESEARCH,57,NA,NA,805,815,NA,NA,10.1007/s10344-011-0492-3,NA,Irrelevant 
1176,1334,Influence of habitat and landscape perenniality on insect natural enemies in three candidate biofuel crops,"Werling, Ben P.; Meehan, Timothy D.; Gratton, Claudio; Landis, Douglas A.",2011,BIOLOGICAL CONTROL,59,NA,NA,304,312,NA,NA,10.1016/j.biocontrol.2011.06.014,NA,Not compare simplifiedd vs diversified
1177,1335,Scale-dependent determinants of plant species richness in a semi-arid fragmented agro-ecosystem,"Giladi, Itamar; Ziv, Yaron; May, Felix; Jeltsch, Florian",2011,JOURNAL OF VEGETATION SCIENCE,22,NA,NA,983,996,NA,NA,10.1111/j.1654-1103.2011.01309.x,NA,Not compare simplifiedd vs diversified
1178,1336,"Abundance patterns and foraging activity of ant communities in abandoned, organic and commercial apple orchards in northern california","Altieri M.A., Schmidt L.L.",1984,"Agriculture, Ecosystems and Environment",11,4,NA,341,352,NA,5,10.1016/0167-8809(84)90006-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021560642&doi=10.1016%2f0167-8809%2884%2990006-9&partnerID=40&md5=eda3628f8d74029ffa26b44ce86e0cf8,Not compare simplifiedd vs diversified
1179,1337,Diversity and population dynamics of penicillium spp. on apples in pre- and postharvest environments: consequences for decay development,"Amiri A., Bompeix G.",2005,Plant Pathology,54,1,NA,74,81,NA,68,10.1111/j.1365-3059.2005.01112.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-13844277117&doi=10.1111%2fj.1365-3059.2005.01112.x&partnerID=40&md5=92d1169b1b5ee1951defcabe8fa881bc,Irrelevant 
1180,1338,"Organic amendments as ecosystem engineers: microbial, biochemical and genomic evidence of soil health improvement in a tropical arid zone field site","Aparna K., Pasha M.A., Rao D.L.N., Krishnaraj P.U.",2014,Ecological Engineering,71,NA,NA,268,277,NA,23,10.1016/j.ecoleng.2014.07.016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908604167&doi=10.1016%2fj.ecoleng.2014.07.016&partnerID=40&md5=2ec1f62596c27fc9dfe3fe900bfda659,Not compare biodiversity
1181,1339,"Responses of soil microbial biomass and activity for practices of organic and conventional farming systems in piaui state, brazil","Ara˙jo A.S.F., Santos V.B., Monteiro R.T.R.",2008,European Journal of Soil Biology,44,2,NA,225,230,NA,81,10.1016/j.ejsobi.2007.06.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-40849146983&doi=10.1016%2fj.ejsobi.2007.06.001&partnerID=40&md5=7e185df384f27eabe22f9bf374dec1de,Not compare biodiversity
1182,1340,"Nest density, nest-site selection, and breeding success of birds in vineyards: management implications for conservation in a highly intensive farming system","Assandri G., Giacomazzo M., Brambilla M., Griggio M., Pedrini P.",2017,Biological Conservation,205,NA,NA,23,33,NA,20,10.1016/j.biocon.2016.11.020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84999791806&doi=10.1016%2fj.biocon.2016.11.020&partnerID=40&md5=e0431a24faa06b768a3e141594f4dabf,Not compare biodiversity
1183,1341,Development and implementation of a reduced risk peach arthropod management program in new jersey,"Atanasso A., Shearer P.W., Hamilton G., Polk D.",2002,Journal of economic entomology,95,4,NA,803,812,NA,53,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036674568&partnerID=40&md5=8be846eb3ec379f4f0ca43a00043ee94,Not compare simplifiedd vs diversified
1184,1342,Peach pest management programs impact beneficial fauna abundance and grapholita molesta (lepidoptera : tortricidae) egg parasitism and predation,"Atanassov A., Shearer P.W., Hamilton G.C.",2003,Environmental Entomology,32,4,NA,780,788,NA,26,10.1603/0046-225X-32.4.780,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141574159&doi=10.1603%2f0046-225X-32.4.780&partnerID=40&md5=7c8e278cd517c5049fc6cd69cc4d9a75,Not compare simplifiedd vs diversified
1185,1343,"Diversity and abundance of arthropod by-catch in semiochemical-baited traps targeting apple clearwing moth (lepidoptera: sesiidae) in organic and conventional apple orchards in british columbia, canada","Aurelian V.M., Evenden M.L., Judd G.J.R.",2015,Canadian Entomologist,147,2,NA,227,243,NA,5,10.4039/tce.2014.47,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000074281&doi=10.4039%2ftce.2014.47&partnerID=40&md5=879184c7e648a6d5be067f353c270b5a,Not compare biodiversity
1186,1344,Species composition and community structure of the rove beetles (coleoptera: staphylinidae) in an experimental vineyard under different vineyard management systems,"Balog A., MarkÛ V.",2007,Acta Phytopathologica et Entomologica Hungarica,42,2,NA,367,376,NA,1,10.1556/APhyt.42.2007.2.19,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36549026349&doi=10.1556%2fAPhyt.42.2007.2.19&partnerID=40&md5=55cf3c7ea212b03a5e223558bf6bc66c,Not compare biodiversity
1187,1345,Effect of synthetic pheromone permeation on captures of male codling moth (lepidoptera: tortricidae) in pheromone and virgin female moth-baited traps at different tree heights in small orchard blocks,Barrett B.A.,1995,Environmental Entomology,24,5,NA,1201,1206,NA,27,10.1093/ee/24.5.1201,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028983738&doi=10.1093%2fee%2f24.5.1201&partnerID=40&md5=94c30c339fdd1582449ad9f3e4bfb469,Irrelevant 
1188,1347,Effects of organic and conventional practices on weed control in a perennial cropping system,"Baumgartner K., Steenwerth K.L., Veilleux L.",2007,Weed Science,55,4,NA,352,358,NA,19,10.1614/WS-06-171,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547532043&doi=10.1614%2fWS-06-171&partnerID=40&md5=490ba3e19a85800fd84ccd18120671f5,Not compare biodiversity
1189,1348,"Aulacaspis tubercularis newstead in mango orchards of nayarit, mexico, and relationship with environmental and agronomic factors","Bautista-Rosales P.U., Ragazzo-S·nchez J.A., CalderÛn-Santoyo M., CortÈz-Mondaca E., ServÌn-Villegas R.",2013,Southwestern Entomologist,38,2,NA,221,230,NA,2,10.3958/059.038.0207,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879286356&doi=10.3958%2f059.038.0207&partnerID=40&md5=5ca4eebe7f0a3543949a34d6f8f2ed54,Not compare biodiversity
1190,1349,Soil bacterial community response to differences in agricultural management along with seasonal changes in a mediterranean region,"Bevivino A., Paganin P., Bacci G., Florio A., Pellicer M.S., Papaleo M.C., Mengoni A., Ledda L., Fani R., Benedetti A., Dalmastri C.",2014,PLoS ONE,9,8,e105515,NA,NA,NA,40,10.1371/journal.pone.0105515,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928650741&doi=10.1371%2fjournal.pone.0105515&partnerID=40&md5=85cafb5ee569473da3e0c851f5b20a5a,Different Output 
1191,1350,"Reduced-risk pest management programs for eastern us peach orchards: effects on arthropod predators, parasitoids, and select pests","Biddinger D.J., Leslie T.W., Joshi N.K.",2014,Journal of Economic Entomology,107,3,NA,1084,1091,NA,12,10.1603/EC13441,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901805226&doi=10.1603%2fEC13441&partnerID=40&md5=53e6f0c7daefbfe5953382814cd075ce,Irrelevant 
1192,1351,Ipm-cpr for peaches: incorporating behaviorally-based methods to manage halyomorpha halys and key pests in peach,"Blaauw B.R., Polk D., Nielsen A.L.",2015,Pest Management Science,71,11,NA,1513,1522,NA,37,10.1002/ps.3955,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942837741&doi=10.1002%2fps.3955&partnerID=40&md5=5f163ae31324c536574c0f80cbed03f8,Not compare biodiversity
1193,1352,Effect of pest management systems on ground-dwelling spider assemblages in an apple orchard in hungary,"Bogya S., MarkÛ V.",1999,"Agriculture, Ecosystems and Environment",73,1,NA,7,18,NA,31,10.1016/S0167-8809(99)00010-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033594090&doi=10.1016%2fS0167-8809%2899%2900010-9&partnerID=40&md5=b062408295ac4d60e492881fd7b6203a,Irrelevant 
1194,1353,Diflubenzuron-based management of the pear pest complex in commercial orchards of the hood river valley in oregon,"Booth S.R., Riedl H.",1996,Journal of Economic Entomology,89,3,NA,621,630,NA,1,10.1093/jee/89.3.621,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030471543&doi=10.1093%2fjee%2f89.3.621&partnerID=40&md5=27c8cffa330a7938f6243ef7a757f6ed,Not compare biodiversity
1195,1354,Comparison of pheromone-mediated mating disruption and conventional insecticides for management of tufted apple bud moth (lepidoptera : tortricidae),"Borchert D.M., Walgenbach J.F.",2000,Journal of Economic Entomology,93,3,NA,769,776,NA,13,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034203085&partnerID=40&md5=dab2376ef3301110ae2a3e75357fd06f,Not compare biodiversity
1196,1355,Effect of different growing systems of apple on trunk and branch diseases and pests,"Borovinova M., Petrova V., Maneva S.",2012,Notulae Botanicae Horti Agrobotanici Cluj-Napoca,40,2,NA,159,162,NA,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869045307&partnerID=40&md5=c94b028116c7d8fb0ef477e56a1973fa,Not compare biodiversity
1197,1356,"Distribution of grape berry moth, endopiza viteana (lepidoptera : tortricidae), in natural and cultivated habitats","Botero-GarcÈs N., Isaacs R.",2003,Environmental Entomology,32,5,NA,1187,1195,NA,23,10.1603/0046-225X-32.5.1187,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242416145&doi=10.1603%2f0046-225X-32.5.1187&partnerID=40&md5=43e39bc9f5ecfb618141513e0b9b2d72,Not compare simplifiedd vs diversified
1198,1357,Variation in bird assemblages along an agricultural intensification gradient: a case study of olive orchards in north-eastern algeria,"Bouam I., Bachir A.S., Katayama N.",2017,Ornithological Science,16,2,NA,147,157,NA,3,10.2326/osj.16.147,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026818257&doi=10.2326%2fosj.16.147&partnerID=40&md5=d4fce6dccb50e0bd64fd0d00ef337ed4,Not compare biodiversity
1199,1358,Apple orchard pest control strategies affect bird communities in southeastern france,"Bouvier J., Ricci B., Agerberg J., Lavigne C.",2011,Environmental Toxicology and Chemistry,30,1,NA,212,219,NA,25,10.1002/etc.377,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650453686&doi=10.1002%2fetc.377&partnerID=40&md5=ac9f153391e683a337dd91f7cbc1ed35,Not compare biodiversity
1200,1359,Seasonal and diurnal dynamics of spiders (araneae) in west virginia orchards and the effect of orchard management on spider communities,"Brown M.W., Schmitt J.J., Abraham B.J.",2003,Environmental Entomology,32,4,NA,830,839,NA,20,10.1603/0046-225X-32.4.830,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141797332&doi=10.1603%2f0046-225X-32.4.830&partnerID=40&md5=b395972896d01b97f89544c0086cae3a,Missing data
1201,1360,"Recommendations on minimum experimental plot size and succession of aphidophaga in west virginia, usa, apple orchards","Brown M.W., Lightner G.W.",1997,Entomophaga,42,01-Feb,NA,257,267,NA,13,10.1007/BF02769902,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000333908&doi=10.1007%2fBF02769902&partnerID=40&md5=4dbde14304bfa8ba9712c33ee3c0eb89,Not compare biodiversity
1202,1361,Seasonal and diurnal dynamics of beneficial insect populations in apple orchards under different management intensity,"Brown M.W., Schmitt J.J.",2001,Environmental Entomology,30,2,NA,415,424,NA,37,10.1603/0046-225X-30.2.415,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034759149&doi=10.1603%2f0046-225X-30.2.415&partnerID=40&md5=e8a87893e9503a6f137ea35fbfc538c2,Not abundance or richness
1203,1362,"Influence of edaphic, climatic, and agronomic factors on the composition and abundance of nitrifying microorganisms in the rhizosphere of commercial olive crops","Caliz J., Montes-Borrego M., TriadÛ-Margarit X., Metsis M., Landa B.B., Casamayor E.O.",2015,PLoS ONE,10,5,e0125787,NA,NA,NA,10,10.1371/journal.pone.0125787,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929180108&doi=10.1371%2fjournal.pone.0125787&partnerID=40&md5=060828e08684396b33c7fd1a5f1cbbd9,Different Output 
1204,1363,"Diversity, occurrence, and life characteristics of natural entomopathogenic nematode populations from la rioja (northern spain) under different agricultural management and their relationships with soil factors","Campos-Herrera R., GÛmez-Ros J.M., Escuer M., Cuadra L., Barrios L., GutiÈrrez C.",2008,Soil Biology and Biochemistry,40,6,NA,1474,1484,NA,44,10.1016/j.soilbio.2008.01.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-43649099552&doi=10.1016%2fj.soilbio.2008.01.002&partnerID=40&md5=d73c3746a987e1a10dc55abb407926e2,Not compare simplifiedd vs diversified
1205,1364,Impact of agricultural management on spider populations in the canopy of olive trees,"C·rdenas M., Ruano F., GarcÌa P., Pascual F., Campos M.",2006,Biological Control,38,2,NA,188,195,NA,31,10.1016/j.biocontrol.2006.02.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744515312&doi=10.1016%2fj.biocontrol.2006.02.004&partnerID=40&md5=3fdf9e4695967a8a4d0447ecbcb4e092,Not compare biodiversity
1206,1365,Ant diversity and distribution (hymenoptera: formicidae) throughout maine lowbush blueberry fields in hancock and washington counties,"Choate B., Drummond F.A.",2012,Environmental Entomology,41,2,NA,222,232,NA,7,10.1603/EN11096,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859731690&doi=10.1603%2fEN11096&partnerID=40&md5=0079ea1fafcf7e0ab0eea6612ce00a95,Not compare biodiversity
1207,1366,Influence of the farming system and vine variety on yeast communities associated with grape berries,"Cordero-Bueso G., Arroyo T., Serrano A., Tello J., Aporta I., VÈlez M.D., Valero E.",2011,International Journal of Food Microbiology,145,1,NA,132,139,NA,86,10.1016/j.ijfoodmicro.2010.11.040,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951553760&doi=10.1016%2fj.ijfoodmicro.2010.11.040&partnerID=40&md5=3d2a964be11419e4f4bfb9fe1de43252,Not compare biodiversity
1208,1367,Testing the suitability of insect orders as indicators for olive farming systems,"Cotes B., Campos M., GarcÌa P.A., Pascual F., Ruano F.",2011,Agricultural and Forest Entomology,13,4,NA,357,364,NA,10,10.1111/j.1461-9563.2011.00526.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054087417&doi=10.1111%2fj.1461-9563.2011.00526.x&partnerID=40&md5=53b55e6b7ba62d72d1078b31d4576bec,Not compare biodiversity
1209,1368,Biogeographical patterns of soil molecular microbial biomass as influenced by soil characteristics and management,"Dequiedt S., Saby N.P.A., Lelievre M., Jolivet C., Thioulouse J., Toutain B., Arrouays D., Bispo A., Lemanceau P., Ranjard L.",2011,Global Ecology and Biogeography,20,4,NA,641,652,NA,117,10.1111/j.1466-8238.2010.00628.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958177837&doi=10.1111%2fj.1466-8238.2010.00628.x&partnerID=40&md5=8ac73a2d7b60ba351138c0f03eb09bc8,Secondary data
1210,1369,"Effect of management strategies on arthropod communities in the colonies of rosy apple aphid, dysaphis plantaginea passerini (hemiptera: aphididae) in south-eastern france","Dib H., Sauphanor B., Capowiez Y.",2016,"Agriculture, Ecosystems and Environment",216,NA,NA,203,206,NA,16,10.1016/j.agee.2015.10.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944691255&doi=10.1016%2fj.agee.2015.10.003&partnerID=40&md5=20de1a6e60c39e700302cbc67c225c28,Not compare biodiversity
1211,1370,Harvestman (opiliones) fauna associated with maine lowbush blueberry fields in the major production areas of washington and hancock counties,"Drummond F.A., Collins J.A., Choate B., Woodman D., Jennings D.T., Forsythe Jr. H.Y., Cokendolpher J.C.",2010,Environmental Entomology,39,5,NA,1428,1440,NA,8,10.1603/EN09308,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957805851&doi=10.1603%2fEN09308&partnerID=40&md5=292786e6a3f08f2effd2776e016e5f54,Not compare biodiversity
1212,1371,Yeast biodiversity in vineyard environments is increased by human intervention,"Drumonde-Neves J., Franco-Duarte R., Lima T., Schuller D., Pais C.",2016,PLoS ONE,11,8,e0160579,NA,NA,NA,15,10.1371/journal.pone.0160579,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983427547&doi=10.1371%2fjournal.pone.0160579&partnerID=40&md5=375df4ce5e579cae195fa95f5c2ba937,Missing data
1213,1372,Effects of broad-spectrum insecticides on epigeal arthropod biodiversity in pacific northwest apple orchards,"Epstein D.L., Zack R.S., Brunner J.F., Gut L., Brown J.J.",2000,Environmental Entomology,29,2,NA,340,348,NA,61,10.1093/ee/29.2.340,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033852892&doi=10.1093%2fee%2f29.2.340&partnerID=40&md5=1fd9395b0c2cbf02be28f0baa8efb0df,Not compare biodiversity
1214,1373,"Patterns of frugivore species richness and abundance in forest islands and in agricultural habitats at los tuxtlas, mexico","Estrada A., Coates-Estrada R., Meritt Jr. D., Montiel S., Curiel D.",1993,Vegetatio,107-108,1,NA,245,257,NA,80,10.1007/BF00052227,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027804542&doi=10.1007%2fBF00052227&partnerID=40&md5=696c8345255d70a5bfc08892255bd852,Missing data
1215,1374,Land-use type effects on soil organic carbon and microbial properties in a semi-arid region of northeast brazil,"Ferreira A.C.C., Leite L.F.C., de Ara˙jo A.S.F., Eisenhauer N.",2016,Land Degradation and Development,27,2,NA,171,178,NA,33,10.1002/ldr.2282,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957619579&doi=10.1002%2fldr.2282&partnerID=40&md5=4c23156fb245c8ffbf318a29d5e43d28,Missing data
1216,1375,Avian nesting success and diversity in conventionally and organically managed apple orchards,"Fluetsch K.M., Sparling D.W.",1994,Environmental Toxicology and Chemistry,13,10,NA,1651,1659,NA,31,10.1002/etc.5620131015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028146485&doi=10.1002%2fetc.5620131015&partnerID=40&md5=4b7c9e09884cc0096759f115399a2eaa,Not compare biodiversity
1217,1376,Microbial activity and arbuscular mycorrhizal fungal diversity in conventional and organic citrus orchards,"FranÁa S.C., Gomes-da-Costa S.M., Silveira A.P.D.",2007,Biological Agriculture and Horticulture,25,2,NA,91,102,NA,16,10.1080/01448765.2007.9755039,https://www.scopus.com/inward/record.uri?eid=2-s2.0-38849098971&doi=10.1080%2f01448765.2007.9755039&partnerID=40&md5=c3684667cc3ad031b57be431877a8ef9,Not compare biodiversity
1218,1377,The role of ecological infrastructure on beneficial arthropods in vineyards,"Franin K., Baric B., Kustera G.",2016,Spanish Journal of Agricultural Research,14,1,e0303,NA,NA,NA,11,10.5424/sjar/2016141-7371,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962381642&doi=10.5424%2fsjar%2f2016141-7371&partnerID=40&md5=032cb38907cba1d5fe74825c6d243d1f,Not compare simplifiedd vs diversified
